ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
720,I absolutely love this place!!!,NIL,NIL,love,+1
340,The rice was poor quality and was cooked so badly it was hard.,rice;quality;cooked,negative;negative;negative,poor;badly;hard,-1;-1;-1
228,We had champagne and caviar and felt like princesses!,champagne;caviar,positive;positive,NIL,NIL
651,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi;antipasti,positive;positive,excellent;plentiful,+1;+1
2664,I am surprised to say the least and find such practice not worth the effort.,NIL,NIL,surprised;worth,+1;+1
1930,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert;waiter,neutral;positive,NIL,NIL
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive,great,+1
977,There are other Vietnamese restaurants in the chinatown area and you can forget about those.,NIL,NIL,NIL,NIL
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating;food;wait,negative;neutral;negative,limited;substantial,-1;-1
1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini;bar;Roast Chicken,neutral;neutral;positive,recommend;quick;mid blowing,+1;+1;+1
2757,No thanks!!!,NIL,NIL,NIL,NIL
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table;insde table;wait,neutral;positive;negative,long;nice,-1;+1
336,I would definently recommend this restaurant.,NIL,NIL,recommend,+1
942,The prices are wonderfully low.,prices,positive,wonderfully low,+1
2887,If you like spicy food get the chicken vindaloo.,chicken vindaloo;spicy food,neutral;neutral,NIL,NIL
80,I lOVE THIS PLACE!,NIL,NIL,love,+1
2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive,disappointed;amazingly delicious;cheap,-1;+1;+1
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food;menu;hand-crafted beers,positive;positive;positive,enjoy;hand-crafted,+1;+1
1475,"A big disappointment, all around.",NIL,NIL,disappointment,-1
1560,And its absolutely DELICIOUS.,NIL,NIL,delicious,+1
2025,No free drink.,drink,neutral,free,+1
1760,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,NIL,NIL,fine;tasty,+1;+1
259,This is my first time writing a review for a restaurant because the food and service was excellent.,food;service,positive;positive,excellent,+1
2829,Definitely Highly NOT recommended.,NIL,NIL,recommended,+1
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex;bagels,positive;neutral,best,+1
177,I had a huge group for my birthday and we were well taken care of.,NIL,NIL,well,+1
1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral,NIL,NIL
1565,Don't waste money on decor.,decor,neutral,waste,-1
2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden;outdoor seatin,positive;positive,cute,+1
3339,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",NIL,NIL,NIL,NIL
1659,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,good,+1
839,"Given the incredible architecture surrounding it, this place has no character.",architecture;place,positive;negative,incredible,+1
457,I'd call it an 'italian dinner'.,dinner,neutral,NIL,NIL
1306,my first time here was with my gf for our 12 month anniversary.,NIL,NIL,NIL,NIL
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks;place,positive;negative,unique,+1
2466,I have walked by this place for eons and finally went thanks to a girls' night.,NIL,NIL,NIL,NIL
531,Have frequented 'ino for several years and the food remains excellent.,food,positive,excellent,+1
450,"Their eggplant is so delicate, sweet tender!",eggplant,positive,delicate;sweet,+1;+1
121,I pray it stays open forever.,NIL,NIL,NIL,NIL
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,delicious;fresh;elegant,+1;+1;+1
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food;quality of food;priced,positive;positive;neutral,excellent;pricey;well worth,+1;-1;+1
1678,"If you want to save some money, don't go here.",NIL,NIL,NIL,NIL
2606,My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,better,+1
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella;fish and chips;serving;fish;fries,negative;negative;negative;neutral;neutral,filling;big,+1;+1
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place;service,positive;negative,nice;convenient;lousy,+1;+1;-1
404,This is the first time Citysearch did't call it right.,NIL,NIL,NIL,NIL
1731,You should pass on the calamari.,calamari,negative,NIL,NIL
2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special;seafood tagliatelle,negative;negative,tasteless,-1
3261,Try the spicy wontons and the salt pepper shrimps.,spicy wontons;salt pepper shrimps,positive;positive,NIL,NIL
1586,THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,positive,large,+1
1893,The fries are yummy.,fries,positive,yummy,+1
309,"Friendly and informative staff, very attentive and prompt raw bar service.",staff;bar service,positive;positive,friendly;informative;attentive;prompt,+1;+1;+1;+1
2290,Best Taiwanese food in NY!,Taiwanese food,positive,best,+1
3601,I have eaten at many pizza places around NYC and this is hands down the worst.,NIL,NIL,worst,-1
736,This place is a great stop for great food.,food,positive,great;great,+1;+1
2784,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas;homemade lasagna,positive;positive,fantastic;best,+1;+1
2825,What for?,NIL,NIL,NIL,NIL
1741,Fantastic!,NIL,NIL,fantastic,+1
2118,"they were dry and disgusting, i didn't even finish my first piece.",NIL,NIL,dry;disgusting,-1;-1
84,HIGHLY RECOMMENDED for a first date.,NIL,NIL,recommended,+1
369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu;tip,neutral;positive,NIL,NIL
3279,And the prices were way to high for what you get.,prices,negative,high,-1
1425,"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",NIL,NIL,die for,+1
2743,"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!",NIL,NIL,NIL,NIL
3324,Skip this location and go to the one in Soho.,NIL,NIL,NIL,NIL
1792,The staff ignored my friends and I the entire time we were there.,staff,negative,ignored,-1
166,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,rude;recommend,-1;+1
1679,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",NIL,NIL,enjoyable,+1
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music;in-house lady DJ,positive;positive,outrageously good,+1
2425,"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,NIL,NIL
3532,Anyone who ever dined at a thai restaurant is in for a huge disappointment.,NIL,NIL,disappointment,-1
3455,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",NIL,NIL,amazing;unique;tasty;best,+1;+1;+1;+1
3508,"Great wine list, reasonably priced.--Sara",wine list;priced,positive;positive,great;reasonably,+1;+1
1541,The hot dogs were cold in the middle and the buns were stale.,hot dogs;buns,negative;negative,cold;stale,-1;-1
1037,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,excellent;cheap;expensive,+1;+1;-1
2288,Beef noodle soup is good as well.,Beef noodle soup,positive,good,+1
2955,I was so sad to read the bad reviews this place got!,NIL,NIL,NIL,NIL
2585,Delivery service is great too.,Delivery service,positive,great,+1
1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food;Thai cuisine;flavors,positive;positive;positive,overwhelm;embracing;authentic,+1;+1;+1
1378,I recieved prompt service with a smile.,service,positive,prompt,+1
438,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,good,+1
232,The place was quiet and delightful.,place,positive,quiet;delightful,+1;+1
2764,Molto bene!,NIL,NIL,NIL,NIL
3246,.the best I've found outside of the Chinatown masters.,NIL,NIL,best,+1
2473,They are amazing!,NIL,NIL,amazing,+1
3051,Avoid this place!,NIL,NIL,avoid,-1
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food;food;herbs;tomatoes,positive;positive;positive;positive,diamond;delicious;homemade;perfect,+1;+1;+1;+1
2579,A must try!,NIL,NIL,NIL,NIL
3489,"As much as I like the food there, I can't bring myself to go back.",food,positive,like,+1
3600,It looked like shredded cheese partly done - still in strips.,shredded cheese,negative,partly done,-1
3519,The prices and ambience are especially great considering it's in the West Village.,prices;ambience,positive;positive,great,+1
1183,The soup is pretty good too.,soup,positive,good,+1
2663,It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,positive,easy,+1
857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables;mushroom consomme;chef,positive;positive;positive,better enjoyed,+1
1118,"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive,great,+1
2484,"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",NIL,NIL,disappointed,-1
576,Went here on a friend's reccomendation.,NIL,NIL,NIL,NIL
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food;ambiance;service;wait staff,neutral;neutral;neutral;negative,rude,-1
3166,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",NIL,NIL,love,+1
662,I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner;beef,neutral;positive,fresh,+1
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza;cheese,negative;negative,cold;melted,-1;-1
502,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive,surprised;good,+1;+1
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort;decor;wait staff;meals;pho;vegtables,negative;negative;negative;negative;positive;positive,notorious;lack;horribly slow;horribly quick;best;delicious;fresh,-1;-1;-1;-1;+1;+1;+1
