,ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
843,3035,It works really well.,works,positive,well,+1
844,840,It has happened again and I'm being told that it's $175.,NIL,NIL,NIL,NIL
845,2511,"Bigger HD, better graphics card, and a bid HD.",HD;HD;graphics card,positive;positive;positive,bigger;better,+1;+1
846,895,Lord HAVE MERCY!,NIL,NIL,NIL,NIL
847,2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,useful,+1
848,1342,No big deal.,NIL,NIL,NIL,NIL
849,1124,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,NIL,NIL
850,781,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,broke,-1
851,2987,It works fine with our wireless and they've had not problems.,works,positive,fine;problems,+1;-1
852,2133,But you must get the 15 inch.,15 inch,positive,NIL,NIL
853,131,i will be returning it and switching brands when i get to best buy.,NIL,NIL,NIL,NIL
854,1364,Product support very poor as each phone call costs me long distan,Product support,negative,poor,-1
855,2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen;use,positive;positive,easy;perfect;great;loves,+1;+1;+1;+1
856,948,The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,fried;shocked,-1;-1
857,2049,It does not keep internet signals no matter where you bring it.,internet signals,negative,NIL,NIL
858,558,apple is one of the best computer companies in the country.,NIL,NIL,best,+1
859,1059,PLEASE MAKE THESE!,NIL,NIL,NIL,NIL
860,767,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,NIL,NIL,frustrated,-1
861,1990,"After the first few months, the computer started crashing about every week.",NIL,NIL,crashing,-1
862,2366,"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.",NIL,NIL,NIL,NIL
863,2988,It's a great product for a great price!,price,positive,great;great,+1;+1
864,1385,"Again, the same problem, the right speaker did not work.",right speaker,negative,NIL,NIL
865,1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,price tag;software;updates,conflict;positive;positive,huge;need;free,-1;+1;+1
866,88,"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations.",NIL,NIL,dependable;long lasting,+1;+1
867,1270,Dell wanted to charge us for everything everytime I called them with a problem.,NIL,NIL,NIL,NIL
868,1834,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,NIL,NIL,NIL,NIL
869,1451,i have had my dell latitude for almost three years.,NIL,NIL,NIL,NIL
870,55,May be better for the occasional web surfer.,NIL,NIL,better,+1
871,2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive,great,+1
872,768,This was the 3rd day and part still had not been shipped.,shipped,negative,NIL,NIL
873,2559,Obviously we both got new Macs.,NIL,NIL,NIL,NIL
874,242,"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.",NIL,NIL,NIL,NIL
875,2998,That being said after 2 weeks of owning every time I start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable.,NIL,NIL,NIL,NIL
876,2341,"It's fun to take to a bookstore, sit in the coffee shop area, sign in to WiFi and look up book reviews of books I might buy.",NIL,NIL,fun,+1
877,2908,"Not super fancy, but not super expensive either.",NIL,NIL,fancy;expensive,+1;-1
878,214,Keyboard good sized and wasy to use.,Keyboard;use,positive;positive,good;easy,+1;+1
879,1263,HP said it was out of warranty.,warranty,neutral,out of,-1
880,650,"-Stay away from Apple, or hope you laptop does not break down.",NIL,NIL,NIL,NIL
881,2703,It's a great prodcut to handle basic computing needs.,NIL,NIL,great,+1
882,142,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,issue;great,-1;+1
883,2947,wonderful features.,features,positive,wonderful,+1
884,66,the laptop was really good and it goes really fast just the way i thought it would of run.,NIL,NIL,good;fast,+1;+1
885,2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,NIL,NIL
886,2451,Im glad that it has such great features in it.,features,positive,glad;great,+1;+1
887,605,it's just a great toy to have around.,NIL,NIL,great,+1
888,314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs;Office;Office programs,positive;negative;neutral,better;compatible,+1;+1
889,2777,Great wifi too.,wifi,positive,great,+1
890,1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,omitted,-1
891,1906,"Only a few days after I received the computer back, the screen froze again.",screen,negative,froze,-1
892,124,It is not ideal for children because of the temp.,temp,negative,ideal,+1
893,2816,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",NIL,NIL,great;little,+1;+1
894,1900,  When this happened I would have to completely power off my computer and restart it.,NIL,NIL,NIL,NIL
895,732,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative,fault,-1
896,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS;processor speed;thunderbolt port,positive;positive;positive,great;fabulous,+1;+1
897,485,I or my dad paid over twenty four hundred dollars for everything.,NIL,NIL,NIL,NIL
898,1842,The lcd screen stopped working on mine after 10 months.,lcd screen,negative,stopped,-1
899,238,That includes transferring my music and movies.,NIL,NIL,NIL,NIL
900,205,Images are crisp and clean.,Images,positive,crisp;clean,+1;+1
901,1955,"Took that one home, same thing.",NIL,NIL,NIL,NIL
902,1160,I'm going back to PC.,NIL,NIL,NIL,NIL
903,2989,"Great, quick laptop for the money.",NIL,NIL,great;quick,+1;+1
904,1398,although its windows vista compared to windows xp sucks.,windows vista;windows xp,negative;positive,sucks,-1
905,1372,"We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista;Adobe Flash player;Internet Explore;Windows update;update,negative;negative;negative;negative;negative,problems,-1
906,467,The Dell mini was the first Dell product that I had ever purchased.,NIL,NIL,NIL,NIL
907,1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch;switch,negative;negative,NIL,NIL
908,47,My Mac has gone from being a trusted friend to an adversary.,NIL,NIL,NIL,NIL
909,1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,NIL,NIL
910,1607,"By week two, my laptop had overheated and was completely dead even though I did not use it too much.",NIL,NIL,overheated;died,-1;-1
911,910,And it is impossible to get them back in.,NIL,NIL,NIL,NIL
912,2379,My last laptop gave me a constant battle even though it was also completely new.,NIL,NIL,NIL,NIL
913,361,I have been a mac user since the mid 90s.,NIL,NIL,NIL,NIL
914,344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive;touch control buttons;keyboard,negative;negative;negative,NIL,NIL
915,1368,  After the bad experience with this computer went back to compaq.,NIL,NIL,bad,-1
916,2038,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,NIL,NIL,NIL,NIL
917,1673,It doesn't heat up like my old laptop.,NIL,NIL,NIL,NIL
918,2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,satisfied,+1
919,2530,It's solid.,NIL,NIL,solid,+1
920,1603,"Before I got my macbook, I owned a Dell laptop.",NIL,NIL,NIL,NIL
921,381,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,NIL,NIL,amazing,+1
922,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software;iPhoto;iMovie;iWeb;iTunes;GarageBand;runs,positive;positive;positive;positive;positive;positive;positive,fast;problems;helpful,+1;-1;+1
923,2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,well;failed,+1;-1
924,1865,"Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size;software;hardware,neutral;neutral;neutral,best,+1
925,1681,I don't know how I could ever live without my Qousmio.,NIL,NIL,NIL,NIL
926,2973,"It has plenty of memory, lots of hard drive, and great graphics.",memory;hard drive;graphics,positive;positive;positive,plenty;lots;great,+1;+1;+1
927,2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs;navigation,positive;positive,fine;better,+1;+1
928,1864,"  It lasted for many years of travel, kids and abuse and if I fired it up today, it would work.",NIL,NIL,NIL,NIL
929,2629,"been a PC user for many, many years.",NIL,NIL,NIL,NIL
930,2207,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",NIL,NIL,fast,+1
931,249,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",NIL,NIL,freezes,-1
932,1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge;LCD,negative;neutral,loose,-1
933,1423,My problem was with DELL Customer Service.,DELL Customer Service,negative,problem,-1
934,288,"There are so many things wrong with this product, it just makes me want to set my self on fire!",NIL,NIL,wrong,-1
935,256,"It is not even a year old yet, so I would definitely not recommend it to anyone.",NIL,NIL,recommend,+1
936,2280,Amazing machine.,NIL,NIL,amazing,+1
937,322,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",NIL,NIL,recommend,+1
938,1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,great,+1
939,2826,I'm very impressed.,NIL,NIL,impressed,+1
940,1390,Dell sucks,NIL,NIL,sucks,-1
941,1739,Design: very durable.,Design,positive,durable,+1
942,2419,It is easy to go from one keyboard to another.,keyboard,neutral,easy,+1
943,785,I spoke to 4 different people and was told they needed to transfer me to a 5th person!,NIL,NIL,NIL,NIL
